review_vi,review_pre,sentiment
Giáo viên phát tài liệu cũ nhiều năm mặc dù chương trình giảng dạy trên lớp là tài liệu mới.,giáo viên phát tài liệu cũ nhiều năm mặc_dù chương trình giảng dạy trên lớp là tài liệu mới.,negative
Thầy giảng nhiệt tình quá.,thầy giảng nhiệt tình quá.,positive
Giảng viên rất quan tâm đến sinh viên.,giảng viên rất quan tâm đến sinh viên.,positive
Giáo viên không sử dụng thời gian trên lớp một cách hiệu quả.,giáo viên không sử dụng thời gian trên lớp một cách hiệu quả.,negative
Giảng viên quan tâm sâu sắc đến sinh viên và giao tiếp hiệu quả.,giảng viên quan tâm sâu sắc đến sinh viên và giao tiếp hiệu quả.,positive
Những giáo viên thờ ơ giảng dạy chỉ vì mục đích đó.,những giáo viên thờ ơ giảng dạy chỉ vì mục đích đó.,negative
Giảng viên quan tâm trực tiếp tới học viên.,giảng viên quan tâm trực tiếp tới học viên.,positive
Giáo viên thực tập cần gặp gỡ và hướng dẫn học viên nhiều hơn.,giáo viên thực tập cần gặp gỡ và hướng dẫn học viên nhiều hơn.,negative
Giảng viên đưa ra những câu hỏi thi hay.,giảng viên đưa ra những câu hỏi thi hay.,positive
"Giáo viên thực tập cần chủ động hơn, có vẻ hơi thụ động trong giờ thực hành, không truyền cảm hứng cho học sinh.","giáo viên thực tập cần chủ động hơn, có vẻ hơi thụ động trong giờ thực hành, không truyền cảm hứng cho học sinh.",negative
Giảng viên tạo ra các dự án để sinh viên thực hiện nhằm mở rộng kiến ​​thức.,giảng viên tạo ra các dự án để sinh viên thực hiện nhằm mở rộng kiến ​​thức.,positive
Giáo viên thực hành cần quan tâm và hướng dẫn học sinh chu đáo hơn.,giáo viên thực hành cần quan tâm và hướng dẫn học sinh chu đáo hơn.,negative
"Giảng viên rất giỏi lắng nghe và phân tích, chủ đề mang tính sáng tạo cao.","giảng viên rất giỏi lắng nghe và phân tích, chủ đề mang tính sáng tạo cao.",positive
"Giáo viên thực hành không nhiệt tình, học sinh cảm thấy thực hành khó và không có người hướng dẫn.","giáo viên thực hành không nhiệt tình, học sinh cảm thấy thực hành khó và không có người hướng dẫn.",negative
"Giảng viên có phong cách giảng dạy và giao tiếp rất tốt, tạo niềm đam mê cho sinh viên tìm hiểu sâu về bộ môn.","giảng viên có phong cách giảng dạy và giao tiếp rất tốt, tạo niềm đam mê cho sinh viên tìm hiểu sâu về bộ môn.",positive
"Giáo viên thực tập không thực sự dạy tốt nhất, gần như để học sinh tự nghiên cứu chứ không phải bất cứ thứ gì!","giáo viên thực tập không thực sự dạy tốt nhất, gần như để học sinh tự nghiên cứu chứ không phải bất cứ thứ gì!",negative
Các giảng viên rất tận tâm.,các giảng viên rất tận tâm.,positive
"Giáo viên thực hành và giáo viên lý thuyết không có cùng tiêu chí, yêu cầu dự án và kiến ​​thức môn học.","giáo viên thực hành và giáo viên lý thuyết không có cùng tiêu chí, yêu cầu dự án và kiến ​​thức môn học.",negative
Các giáo viên thực hành và lý thuyết nên liên hệ với nhau để hỗ trợ học viên tốt hơn trong học tập.,các giáo viên thực hành và lý thuyết nên liên hệ với nhau để hỗ trợ học viên tốt hơn trong học tập.,negative
Giảng viên rất nhiệt tình và giảng bài rất hay.,giảng viên rất nhiệt tình và giảng bài rất hay.,positive
Giảng viên rất gần gũi và nhiệt tình trong việc hướng dẫn học viên.,giảng viên rất gần gũi và nhiệt tình trong việc hướng dẫn học viên.,positive
"Giáo viên dạy wzjwz215 thường xuyên đến muộn (30 đến 45 phút) và thường cho nghỉ vào phút cuối, có 2 lần nghỉ không báo trước.","giáo viên dạy wzjwz215 thường xuyên đến muộn (30 đến 45 phút) và thường cho nghỉ vào phút cuối, có 2 lần nghỉ không báo trước.",negative
Giảng viên rất đúng giờ.,giảng viên rất đúng giờ.,positive
Giáo viên thường cho nghỉ giải lao.,giáo viên thường cho nghỉ giải lao.,negative
Giảng viên rất gần gũi và giúp đỡ học viên.,giảng viên rất gần gũi và giúp đỡ học viên.,positive
Giáo viên thường cho họ nghỉ học.,giáo viên thường cho họ nghỉ học.,negative
giảng viên rất giỏi.,giảng viên rất giỏi.,positive
"Giáo viên thường xuyên đến muộn, không đúng giờ và thường xuyên bỏ tiết mà không thông báo cho bộ phận đào tạo.","giáo viên thường xuyên đến muộn, không đúng giờ và thường xuyên bỏ tiết mà không thông báo cho bộ phận đào tạo.",negative
Giảng viên rất hòa đồng với sinh viên.,giảng viên rất hòa đồng với sinh viên.,positive
Giáo viên tổ chức hoạt động theo nhóm.,giáo viên tổ chức hoạt động theo nhóm.,negative
Đến ngày cuối cùng giáo viên mới dạy nội dung thi nên nếu bận thì không thể dạy bù được.,đến ngày cuối cùng giáo viên mới dạy nội dung thi nên nếu bận thì không thể dạy bù được.,negative
"Giảng viên rất hòa đồng, vui vẻ và nhiệt tình trong giảng dạy.","giảng viên rất hòa đồng, vui vẻ và nhiệt tình trong giảng dạy.",positive
Giảng viên rất nhiệt tình!,giảng viên rất nhiệt tình!,positive
Giáo viên truyền đạt kém và khó hiểu.,giáo viên truyền đạt kém và khó hiểu.,negative
"Giảng viên rất nhiệt tình, kiến ​​thức được đưa ra một cách hợp lý, dễ hiểu, dễ nắm bắt.","giảng viên rất nhiệt tình, kiến ​​thức được đưa ra một cách hợp lý, dễ hiểu, dễ nắm bắt.",positive
Giáo viên truyền đạt kiến ​​thức mơ hồ cho học sinh.,giáo viên truyền đạt kiến ​​thức mơ hồ cho học sinh.,negative
"Giảng viên rất nhiệt tình và cho học viên nhiều bài tập, tạo điều kiện để học viên chủ động học tập trên lớp.","giảng viên rất nhiệt tình và cho học viên nhiều bài tập, tạo điều kiện để học viên chủ động học tập trên lớp.",positive
"Giờ giảng không đảm bảo, giảng viên thường xuyên vắng mặt không báo trước, không tải tài liệu giảng dạy lên moodle.","giờ giảng không đảm bảo, giảng viên thường xuyên vắng mặt không báo trước, không tải tài liệu giảng dạy lên moodle.",negative
Giảng viên rất nhiệt tình và công bằng trong việc chấm điểm.,giảng viên rất nhiệt tình và công bằng trong việc chấm điểm.,positive
Giờ giảng dạy không được đảm bảo.,giờ giảng dạy không được đảm bảo.,negative
"Giảng viên rất nhiệt tình, đúng giờ và nghiêm túc trong giảng dạy.","giảng viên rất nhiệt tình, đúng giờ và nghiêm túc trong giảng dạy.",positive
Giờ không được đảm bảo.,giờ không được đảm bảo.,negative
"Giảng viên rất nhiệt tình, bài giảng dễ hiểu.","giảng viên rất nhiệt tình, bài giảng dễ hiểu.",positive
giờ hỗn loạn.,giờ hỗn loạn.,negative
Giảng viên rất nhiệt tình và giảng dạy khá cẩn thận.,giảng viên rất nhiệt tình và giảng dạy khá cẩn thận.,positive
"Trong giờ dạy, anh chủ yếu đọc sách và giọng nói đều đều của anh khiến hầu hết mọi người đều buồn ngủ.","trong giờ dạy, anh chủ yếu đọc sách và giọng nói đều đều của anh khiến hầu hết mọi người đều buồn ngủ.",negative
"Giảng viên rất nhiệt tình, dạy hay và dễ hiểu.","giảng viên rất nhiệt tình, dạy hay và dễ hiểu.",positive
Lớp học bắt đầu muộn!,lớp học bắt đầu muộn!,negative
Giảng viên rất nhiệt tình và hướng dẫn chi tiết.,giảng viên rất nhiệt tình và hướng dẫn chi tiết.,positive
Giờ học không được đảm bảo.,giờ học không được đảm bảo.,negative
Giảng viên rất nhiệt tình và hướng dẫn tận tình cho học viên.,giảng viên rất nhiệt tình và hướng dẫn tận tình cho học viên.,positive
Lớp học vẫn còn khá nhàm chán!,lớp học vẫn còn khá nhàm chán!,negative
"Giảng viên rất nhiệt tình, kiến ​​thức giảng dạy cũng rất mới mẻ và thú vị.","giảng viên rất nhiệt tình, kiến ​​thức giảng dạy cũng rất mới mẻ và thú vị.",positive
lớp học khá nhàm chán.,lớp học khá nhàm chán.,negative
"Giảng viên rất nhiệt tình, phương pháp giảng dạy hay và dễ hiểu.","giảng viên rất nhiệt tình, phương pháp giảng dạy hay và dễ hiểu.",positive
thời gian học khá nhiều.,thời gian học khá nhiều.,negative
"Giảng viên rất nhiệt tình, phương pháp giảng dạy tốt, học viên nắm bắt kiến ​​thức ngay trên lớp.","giảng viên rất nhiệt tình, phương pháp giảng dạy tốt, học viên nắm bắt kiến ​​thức ngay trên lớp.",positive
"Giờ học là 7h30, giáo viên vào lớp lúc 8h, lớp kết thúc lúc 9h45 nhưng lớp vẫn tiếp tục đến 10h15.","giờ học là 7h30, giáo viên vào lớp lúc 8h, lớp kết thúc lúc 9h45 nhưng lớp vẫn tiếp tục đến 10h15.",negative
"Giảng viên rất nhiệt tình, phương pháp giảng dạy tốt.","giảng viên rất nhiệt tình, phương pháp giảng dạy tốt.",positive
Giờ học thiếu sức sống.,giờ học thiếu sức sống.,negative
"Giảng viên rất nhiệt tình, sôi nổi và quan tâm đến sinh viên.","giảng viên rất nhiệt tình, sôi nổi và quan tâm đến sinh viên.",positive
Giờ học thực tập trùng với giờ học các môn học khác ở trường.,giờ học thực tập trùng với giờ học các môn học khác ở trường.,negative
"Giảng viên rất nhiệt tình, chu đáo, dễ thương, luôn tạo nhiều cơ hội để sinh viên ghi điểm và tạo điều kiện thuận lợi cho sinh viên trao đổi, thảo luận về bài giảng trên lớp cũng như những kiến ​​thức liên quan đến bộ môn.","giảng viên rất nhiệt tình, chu đáo, dễ thương, luôn tạo nhiều cơ hội để sinh viên ghi điểm và tạo điều kiện thuận lợi cho sinh viên trao đổi, thảo luận về bài giảng trên lớp cũng như những kiến ​​thức liên quan đến bộ môn.",positive
Giờ học chưa thực sự hiệu quả.,giờ học chưa thực sự hiệu quả.,negative
Giảng viên rất nhiệt tình và tạo mọi điều kiện để sinh viên hoàn thành tốt môn học.,giảng viên rất nhiệt tình và tạo mọi điều kiện để sinh viên hoàn thành tốt môn học.,positive
Thời điểm không hợp lý.,thời điểm không hợp lý.,negative
Giảng viên rất nhiệt tình và thường xuyên trao đổi tài liệu qua website bộ môn.,giảng viên rất nhiệt tình và thường xuyên trao đổi tài liệu qua website bộ môn.,positive
Thời gian học ít hơn.,thời gian học ít hơn.,negative
"Giảng viên rất nhiệt tình, trình bày bài giảng hay và dễ hiểu.","giảng viên rất nhiệt tình, trình bày bài giảng hay và dễ hiểu.",positive
Thời gian học không chắc chắn.,thời gian học không chắc chắn.,negative
"Buổi học đầu tiên là dành cho các buổi chuyên đề, 30 - 45 phút còn lại sau buổi hội thảo, giảng viên đưa ra bài tập thực hành, sinh viên tự làm, giảng viên không hướng dẫn thêm mà làm bài riêng.","buổi học đầu tiên là dành cho các buổi chuyên đề, 30 _ 45 phút còn lại sau buổi hội thảo, giảng viên đưa ra bài tập thực hành, sinh viên tự làm, giảng viên không hướng dẫn thêm mà làm bài riêng.",negative
"Giảng viên rất nhiệt tình, vui tính, phong cách giao tiếp dễ tiếp thu.","giảng viên rất nhiệt tình, vui tính, phong cách giao tiếp dễ tiếp thu.",positive
Giảng viên rất nhiệt tình.,giảng viên rất nhiệt tình.,positive
Giờ thực hành được tăng cường hơn nữa.,giờ thực hành được tăng cường hơn nữa.,negative
Giờ tập hầu như không dạy gì nên lúc đầu tôi thường về sớm và sau đó không đến lớp tập.,giờ tập hầu như không dạy gì nên lúc đầu tôi thường về sớm và sau đó không đến lớp tập.,negative
Thầy rất nhiệt tình.,thầy rất nhiệt tình.,positive
Giảng viên rất nhiệt tình hướng dẫn.,giảng viên rất nhiệt tình hướng dẫn.,positive
"Giờ tập quá ít, còn 3 buổi.","giờ tập quá ít, còn 3 buổi.",negative
Giảng viên rất nhiệt tình trong giảng dạy và rất sẵn lòng giải đáp thắc mắc của học viên.,giảng viên rất nhiệt tình trong giảng dạy và rất sẵn lòng giải đáp thắc mắc của học viên.,positive
"Giờ thực tập quá ít, bài tập thực hành hàng tuần đều giống nhau, giảng viên hướng dẫn không có nhiều thời gian hướng dẫn trực tiếp.","giờ thực tập quá ít, bài tập thực hành hàng tuần đều giống nhau, giảng viên hướng dẫn không có nhiều thời gian hướng dẫn trực tiếp.",negative
giờ thực tập quá ít.,giờ thực tập quá ít.,negative
Hướng dẫn viên rất nhiệt tình và tận tâm.,hướng dẫn viên rất nhiệt tình và tận tâm.,positive
Giảng viên rất nhiệt tình trong giảng dạy.,giảng viên rất nhiệt tình trong giảng dạy.,positive
Việc giới thiệu mục tiêu của môn học cần cụ thể hơn và cách áp dụng môn học vào thực tế sau khi tốt nghiệp.,việc giới thiệu mục tiêu của môn học cần cụ thể hơn và cách áp dụng môn học vào thực tế sau khi tốt nghiệp.,negative
Giảng viên rất nhiệt tình trong giảng dạy cũng như giải đáp thắc mắc của học viên.,giảng viên rất nhiệt tình trong giảng dạy cũng như giải đáp thắc mắc của học viên.,positive
Giọng cô nhẹ nhàng dễ ngủ.,giọng cô nhẹ nhàng dễ ngủ.,negative
"Giảng viên rất nhiệt tình trong giảng dạy, luôn dành thời gian giải đáp thắc mắc của học viên.","giảng viên rất nhiệt tình trong giảng dạy, luôn dành thời gian giải đáp thắc mắc của học viên.",positive
Tôi không thể nghe thấy giọng nói của cô ấy.,tôi không thể nghe thấy giọng nói của cô_ấy.,negative
Giảng viên rất nhiệt tình và có khả năng giao tiếp tốt.,giảng viên rất nhiệt tình và có khả năng giao tiếp tốt.,positive
"Giọng cô khó nghe, cô giao tiếp không tốt, cô giảng bài nhanh.","giọng cô khó nghe, cô giao tiếp không tốt, cô giảng bài nhanh.",negative
Giảng viên rất nhiệt tình và đúng giờ.,giảng viên rất nhiệt tình và đúng giờ.,positive
Giọng của cô là người nước ngoài nên cách dạy khá khó hiểu và cô dạy hơi nhanh.,giọng của cô là người nước ngoài nên cách dạy khá khó hiểu và cô dạy hơi nhanh.,negative
Giảng viên rất nhiệt tình và luôn chuẩn bị bài giảng chu đáo.,giảng viên rất nhiệt tình và luôn chuẩn bị bài giảng chu đáo.,positive
"Giọng cô ấy nhỏ, không nên lên giảng đường vì sẽ dễ buồn ngủ và nghe không rõ.","giọng cô_ấy nhỏ, không nên lên giảng đường vì sẽ dễ buồn ngủ và nghe không rõ.",negative
Giọng cô hơi khó nghe.,giọng cô hơi khó nghe.,negative
Hướng dẫn viên rất nhiệt tình và thân thiện.,hướng dẫn viên rất nhiệt tình và thân thiện.,positive
Giọng giảng viên vẫn trầm mặc dù đã sử dụng micro.,giọng giảng viên vẫn trầm mặc_dù đã sử dụng micro.,negative
Hướng dẫn viên rất nhiệt tình và vui vẻ.,hướng dẫn viên rất nhiệt tình và vui vẻ.,positive
Giảng viên rất nhiệt tình với sinh viên và truyền đạt tốt.,giảng viên rất nhiệt tình với sinh viên và truyền đạt tốt.,positive
Giọng của giảng viên rất khó nghe nên không thể nghe được hết những gì ông ấy nói.,giọng của giảng viên rất khó nghe nên không thể nghe được hết những gì ông ấy nói.,negative
Giảng viên rất nhiệt tình với học viên.,giảng viên rất nhiệt tình với học viên.,positive
Giọng nói cực kỳ khó nghe.,giọng nói cực kỳ khó nghe.,negative
"Giọng điệu khi nói hơi nhanh và khó nghe, khả năng truyền đạt không tốt.","giọng điệu khi nói hơi nhanh và khó nghe, khả năng truyền đạt không tốt.",negative
Thầy cô rất tâm huyết và nhiệt tình.,thầy cô rất tâm huyết và nhiệt tình.,positive
"Giảng viên rất tận tâm và nhiệt tình, bài giảng của anh rất dễ hiểu.","giảng viên rất tận tâm và nhiệt tình, bài giảng của anh rất dễ hiểu.",positive
Giọng tiếng Anh khó nghe quá.,giọng tiếng anh khó nghe quá.,negative
Giảng viên rất tận tâm!,giảng viên rất tận tâm!,positive
"Giống như Giải tích 1, mục tiêu đạt được chủ đề là không rõ.","giống như giải tích 1, mục tiêu đạt được chủ đề là không rõ.",negative
Giọng nói hơi khó nghe.,giọng nói hơi khó nghe.,negative
Hướng dẫn viên rất tâm huyết và chu đáo.,hướng dẫn viên rất tâm huyết và chu đáo.,positive
Giảng viên rất tận tâm và giảng dạy rất kỹ lưỡng.,giảng viên rất tận tâm và giảng dạy rất kỹ lưỡng.,positive
"Giọng giảng viên hơi khó nghe, khiến sinh viên khó tiếp thu vấn đề.","giọng giảng viên hơi khó nghe, khiến sinh viên khó tiếp thu vấn đề.",negative
"Giảng viên rất tận tâm, nhiệt tình, cô có khả năng giảng dạy cao, phong cách giảng dạy lôi cuốn, hấp dẫn.","giảng viên rất tận tâm, nhiệt tình, cô có khả năng giảng dạy cao, phong cách giảng dạy lôi cuốn, hấp dẫn.",positive
Giọng của giảng viên rất khó nghe.,giọng của giảng viên rất khó nghe.,negative
"Giảng viên rất tận tâm, nhiệt tình và gần gũi với sinh viên.","giảng viên rất tận tâm, nhiệt tình và gần gũi với sinh viên.",positive
"Giọng thầy ổn quá, cần bổ sung thêm nhịp trầm để không gây buồn ngủ.","giọng thầy ổn quá, cần bổ sung thêm nhịp trầm để không gây buồn ngủ.",negative
Các giảng viên rất tận tâm và nỗ lực trong giảng dạy.,các giảng viên rất tận tâm và nỗ lực trong giảng dạy.,positive
Giọng nói hơi khó nghe nhưng bù lại cũng không có gì bất mãn.,giọng nói hơi khó nghe nhưng bù lại cũng không có gì bất mãn.,negative
Giảng viên rất tận tâm.,giảng viên rất tận tâm.,positive
"Giọng hơi nhỏ, khó nghe!","giọng hơi nhỏ, khó nghe!",negative
Giảng viên rất tận tâm trong giảng dạy.,giảng viên rất tận tâm trong giảng dạy.,positive
giọng nói hơi nhỏ.,giọng nói hơi nhỏ.,negative
Giảng viên rất tận tâm trong việc truyền tải nội dung môn học.,giảng viên rất tận tâm trong việc truyền tải nội dung môn học.,positive
Giọng nói khá nhỏ.,giọng nói khá nhỏ.,negative
Các giảng viên rất tận tâm và giảng dạy theo phương pháp học phổ thông rất gần gũi với học sinh.,các giảng viên rất tận tâm và giảng dạy theo phương pháp học phổ thông rất gần gũi với học sinh.,positive
giọng nói khó nghe.,giọng nói khó nghe.,negative
Các giảng viên rất tận tâm giảng dạy và hỗ trợ tích cực.,các giảng viên rất tận tâm giảng dạy và hỗ trợ tích cực.,positive
Giọng nói là khó khăn nhất để truyền đạt kiến ​​thức một cách hiệu quả.,giọng nói là khó khăn nhất để truyền đạt kiến ​​thức một cách hiệu quả.,negative
"Giảng viên rất tôn trọng sinh viên, tận tình hướng dẫn sinh viên cách học và ôn tập cuối học kỳ, đồng thời hướng dẫn chi tiết cho sinh viên về đồ án tốt nghiệp.","giảng viên rất tôn trọng sinh viên, tận tình hướng dẫn sinh viên cách học và ôn tập cuối học kỳ, đồng thời hướng dẫn chi tiết cho sinh viên về đồ án tốt nghiệp.",positive
Giọng nói nhỏ nhưng giảng viên từ chối sử dụng micro khiến khó nghe hơn.,giọng nói nhỏ nhưng giảng viên từ chối sử dụng micro khiến khó nghe hơn.,negative
"Giảng viên rất vui tính và giảng dạy nhiệt tình, chi tiết cho học viên.","giảng viên rất vui tính và giảng dạy nhiệt tình, chi tiết cho học viên.",positive
Tôi không thể nghe rõ giọng nói của giáo viên.,tôi không thể nghe rõ giọng nói của giáo viên.,negative
Giảng viên rất hài hước.,giảng viên rất hài hước.,positive
Giọng thầy nghe buồn ngủ quá.,giọng thầy nghe buồn ngủ quá.,negative
Giảng viên rất vui tính và nhiệt tình trong giảng dạy.,giảng viên rất vui tính và nhiệt tình trong giảng dạy.,positive
"Giọng thầy hơi khó nghe, dễ gây buồn ngủ.","giọng thầy hơi khó nghe, dễ gây buồn ngủ.",negative
"Giảng viên rất vui vẻ, phương pháp giúp sinh viên tích cực học tập.","giảng viên rất vui vẻ, phương pháp giúp sinh viên tích cực học tập.",positive
Giọng thầy hơi nhỏ và đơn điệu khiến học sinh buồn ngủ.,giọng thầy hơi nhỏ và đơn điệu khiến học sinh buồn ngủ.,negative
"Giảng viên rất vui vẻ, thân thiện, nhiệt tình trong giảng dạy và cho điểm hợp lý.","giảng viên rất vui vẻ, thân thiện, nhiệt tình trong giảng dạy và cho điểm hợp lý.",positive
Giọng thầy khó nghe rõ lắm.,giọng thầy khó nghe rõ lắm.,negative
Giảng viên rất vui tính.,giảng viên rất vui tính.,positive
Giọng thầy có chút ngái ngủ.,giọng thầy có chút ngái ngủ.,negative
Giảng viên sử dụng thời gian hợp lý và giảng dạy một cách dễ hiểu.,giảng viên sử dụng thời gian hợp lý và giảng dạy một cách dễ hiểu.,positive
Giọng thầy khó nghe và thầy giảng bài buồn ngủ.,giọng thầy khó nghe và thầy giảng bài buồn ngủ.,negative
Giảng viên sử dụng thời gian của mình một cách hợp lý và tận tâm.,giảng viên sử dụng thời gian của mình một cách hợp lý và tận tâm.,positive
Giọng thầy nhỏ và hơi khó nghe.,giọng thầy nhỏ và hơi khó nghe.,negative
Giảng viên sử dụng thời gian trên lớp một cách hiệu quả.,giảng viên sử dụng thời gian trên lớp một cách hiệu quả.,positive
Giọng thầy rất nhẹ và không có cao độ khiến người nghe mất hứng thú.,giọng thầy rất nhẹ và không có cao độ khiến người nghe mất hứng thú.,negative
"Giảng viên sử dụng thời gian hợp lý và trình bày chi tiết, dễ hiểu.","giảng viên sử dụng thời gian hợp lý và trình bày chi tiết, dễ hiểu.",positive
"Giọng thầy rất khó nghe, gần như không ai trong lớp hiểu được.","giọng thầy rất khó nghe, gần như không ai trong lớp hiểu được.",negative
"Giảng viên nhiệt tình, dễ thương, giao tiếp dễ hiểu, nhiệt tình.","giảng viên nhiệt tình, dễ thương, giao tiếp dễ hiểu, nhiệt tình.",positive
Giọng thầy khó nghe quá.,giọng thầy khó nghe quá.,negative
Cần có sự đồng thuận giữa các giáo viên để tránh học sinh gặp khó khăn.,cần có sự đồng thuận giữa các giáo viên để tránh học sinh gặp khó khăn.,negative
"Giảng viên nhiệt tình, tâm huyết, hiểu tâm lý học viên.","giảng viên nhiệt tình, tâm huyết, hiểu tâm lý học viên.",positive
Giảng viên tận tâm và nhiệt tình.,giảng viên tận tâm và nhiệt tình.,positive
"Giữa bài thi cộng tối đa 4 điểm thì cộng lại cho quá trình, bây giờ điểm quá trình được tính trong 1 buổi, nếu không làm được thì phải chấp nhận cộng ít điểm.","giữa bài thi cộng tối đa 4 điểm thì cộng lại cho quá trình, bây giờ điểm quá trình được tính trong 1 buổi, nếu không làm được thì phải chấp nhận cộng ít điểm.",negative
"Giảng viên tận tâm, giảng dạy tốt.","giảng viên tận tâm, giảng dạy tốt.",positive
giữa lý thuyết từ vựng và trò chơi để dễ tiếp thu.,giữa lý thuyết từ vựng và trò chơi để dễ tiếp thu.,negative
Chưa có sự trao đổi gắn kết giữa sinh viên và giảng viên.,chưa có sự trao đổi gắn kết giữa sinh viên và giảng viên.,negative
"Giảng viên tận tâm, gần gũi với sinh viên.","giảng viên tận tâm, gần gũi với sinh viên.",positive
"Giảng viên tận tình, chất lượng giảng dạy.","giảng viên tận tình, chất lượng giảng dạy.",positive
hỗ trợ cho học sinh quá ít.,hỗ trợ cho học sinh quá ít.,negative
"Giảng viên tận tâm, giảng dạy, trao đổi, thảo luận hiệu quả về moodle.","giảng viên tận tâm, giảng dạy, trao đổi, thảo luận hiệu quả về moodle.",positive
"giúp giảng viên chủ động truyền tải cụ thể những kiến ​​thức đã học đến sinh viên vì trên thực tế, sinh viên thường làm những dự án không thể hiện rõ ràng những kiến ​​thức đã học trên lớp và có xu hướng sử dụng công nghệ nhiều hơn.","giúp giảng viên chủ động truyền tải cụ thể những kiến ​​thức đã học đến sinh viên vì trên thực tế, sinh viên thường làm những dự án không thể hiện rõ ràng những kiến ​​thức đã học trên lớp và có xu hướng sử dụng công nghệ nhiều hơn.",negative
"Giảng viên tận tình, giảng dạy nhiệt tình.","giảng viên tận tình, giảng dạy nhiệt tình.",positive
Giúp học sinh tiếp thu kiến ​​thức nhưng không gây nhàm chán.,giúp học sinh tiếp thu kiến ​​thức nhưng không gây nhàm chán.,negative
"Giảng viên tận tâm, bài giảng dễ hiểu, dễ tiếp thu.","giảng viên tận tâm, bài giảng dễ hiểu, dễ tiếp thu.",positive
"Việc gộp hai lớp khác lại với nhau dẫn đến sự mất cân bằng về kiến ​​thức giữa hai lớp, gây khó khăn cho lớp dưới.","việc gộp hai lớp khác lại với nhau dẫn đến sự mất cân bằng về kiến ​​thức giữa hai lớp, gây khó khăn cho lớp dưới.",negative
Doubledot gợi ý giáo viên nên có cách tiếp cận khác để cân bằng giữa vấn đề ngoại ngữ và kiến ​​thức chuyên ngành.,doubledot gợi ý giáo viên nên có cách tiếp cận khác để cân bằng giữa vấn đề ngoại ngữ và kiến ​​thức chuyên ngành.,negative
"Giảng viên tận tâm, giúp đỡ học viên khi học viên chưa hiểu bài.","giảng viên tận tâm, giúp đỡ học viên khi học viên chưa hiểu bài.",positive
"Giảng viên tận tâm, hỗ trợ sinh viên trong quá trình học tập.","giảng viên tận tâm, hỗ trợ sinh viên trong quá trình học tập.",positive
Gửi câu hỏi qua email và hiếm khi nhận được câu trả lời.,gửi câu hỏi qua email và hiếm khi nhận được câu trả lời.,negative
đã gửi email nhưng không bao giờ trả lời.,đã gửi email nhưng không bao giờ trả lời.,negative
Giảng viên tận tâm giúp học viên nâng cao kỹ năng.,giảng viên tận tâm giúp học viên nâng cao kỹ năng.,positive
"Giảng viên tận tâm, hài hước giúp học viên hiểu sâu và nâng cao kiến ​​thức.","giảng viên tận tâm, hài hước giúp học viên hiểu sâu và nâng cao kiến ​​thức.",positive
gửi email không trả lời.,gửi email không trả lời.,negative
đã gửi email nhưng không nhận được trả lời.,đã gửi email nhưng không nhận được trả lời.,negative
Hướng dẫn viên nhiệt tình và hỗ trợ.,hướng dẫn viên nhiệt tình và hỗ trợ.,positive
Giảng viên tận tâm hướng dẫn học viên học tập tích cực.,giảng viên tận tâm hướng dẫn học viên học tập tích cực.,positive
"Hai tuần vừa qua, giảng viên nghỉ không báo trước và không phổ biến nội dung ôn thi cho cả lớp.","hai tuần vừa qua, giảng viên nghỉ không báo trước và không phổ biến nội dung ôn thi cho cả lớp.",negative
"Giảng viên tận tâm, khả năng giao tiếp tốt.","giảng viên tận tâm, khả năng giao tiếp tốt.",positive
Tránh bỏ lỡ giờ học vì giảng viên bận.,tránh bỏ lỡ giờ học vì giảng viên bận.,negative
"Giảng viên tận tâm, kiến ​​thức tốt, khả năng giao tiếp tốt.","giảng viên tận tâm, kiến ​​thức tốt, khả năng giao tiếp tốt.",positive
Hạn chế đưa ra các ví dụ như 12 và sau đó đưa ra các bài tập như 245.,hạn chế đưa ra các ví dụ như 12 và sau đó đưa ra các bài tập như 245.,negative
"Giảng viên tận tình, kỹ năng giao tiếp tốt.","giảng viên tận tình, kỹ năng giao tiếp tốt.",positive
Hạn chế dạy học bằng slide.,hạn chế dạy học bằng slide.,negative
"Giảng viên tận tâm, nhiệt tình trong giảng dạy.","giảng viên tận tâm, nhiệt tình trong giảng dạy.",positive
Tránh ra ngoài quá nhiều khi giảng dạy.,tránh ra ngoài quá nhiều khi giảng dạy.,negative
"Giảng viên tận tâm và nhiệt tình, bài giảng khá kỹ lưỡng.","giảng viên tận tâm và nhiệt tình, bài giảng khá kỹ lưỡng.",positive
Hạn chế sử dụng tiếng Việt.,hạn chế sử dụng tiếng việt.,negative
"Giảng viên tận tâm, nhiệt tình đưa ra nhiều bài tập thực hành, bài kiểm tra trong quá trình học giúp học viên nắm bắt bài học hiệu quả hơn.","giảng viên tận tâm, nhiệt tình đưa ra nhiều bài tập thực hành, bài kiểm tra trong quá trình học giúp học viên nắm bắt bài học hiệu quả hơn.",positive
Hầu hết các bài tập đều rất khó hiểu vì cô đã lược bỏ lời giải cho các bài tập ví dụ trên slide nên rất khó theo dõi và nắm bắt.,hầu hết các bài tập đều rất khó hiểu vì cô đã lược bỏ lời giải cho các bài tập ví dụ trên slide nên rất khó theo dõi và nắm bắt.,negative
